n_estimators,max_depth,avg_score,score_std_dev
20,2,87.62504435385739,28.199625309121082
20,3,109.63393861565751,9.27580830272721
20,4,93.55203077229693,4.0068172836502205
40,2,88.2833869862923,22.487162921914123
40,3,126.17472126792859,27.767063045841912
40,4,127.5397948375572,6.72854223254989
60,2,80.56129097511605,36.841757167511375
60,3,148.10050460127056,19.401574476557876
60,4,161.47941731321976,5.641931711908614
